scaffold00003|napA|100146_104236,1.80291
scaffold00004|napA|24787_27776,1.1933
scaffold00006|napA|150943_154874,5.16165
scaffold00011|napA|145636_149582,3.21834
scaffold00145|napA|14297_18846,18.9747
scaffold00159|napA|4068_7906,28.5058
scaffold00166|napA|223_3713,1.01504
scaffold00171|napA|25501_27671,1.47727
scaffold00180|napA|4332_8845,19.4518
scaffold00190|napA|4001_8085,3.26298
scaffold00219|napA|17611_20501,0.283531
scaffold00224|napA|18658_22717,3.96582
scaffold00231|napA|10831_13379,1.21074
scaffold00233|napA|0_3375,12.7314
scaffold00430|napA|11333_14352,5.5799
scaffold00536|napA|8838_11962,4.4743
scaffold00573|napA|2975_7509,18.7451
scaffold00618|napA|0_1830,0.289786
scaffold00669|napA|0_2427,0.139029
scaffold00831|napA|4492_8510,2.54892
scaffold00843|napA|4797_8417,0.37945
scaffold00892|napA|0_2111,0.205522
scaffold00978|napA|4232_7571,0.202088
scaffold01047|napA|4350_7213,0.95963
scaffold01140|napA|0_1896,1.42389
scaffold01359|napA|1584_4753,0.555145
scaffold01551|napA|1830_4390,4.71668
scaffold01587|napA|0_2442,0.0789571
scaffold01809|napA|3577_4714,0.593811
scaffold01924|napA|3077_4499,2.98392
scaffold01992|napA|0_3708,2.80107
scaffold02057|napA|0_4032,3.26324
scaffold02105|napA|0_2631,0.677867
scaffold02141|napA|0_3588,2.72015
scaffold02180|napA|0_1958,8.93747
scaffold02327|napA|0_2150,1.47981
scaffold02466|napA|1470_3721,0.149904
scaffold02586|napA|0_2213,0.751507
scaffold03140|napA|1387_3107,2.59277
scaffold03480|napA|848_2887,0.591064
scaffold03506|napA|0_2867,0.605236
scaffold03922|napA|0_2657,1.45131
scaffold03959|napA|0_1872,2.98733
scaffold04216|napA|0_2395,9.82188
scaffold04401|napA|0_2436,0.178091
scaffold04726|napA|0_2172,1.81992
scaffold05329|napA|0_2122,0.0908695
scaffold05478|napA|113_2082,3.79494
scaffold100143|napA|0_279,0.866611
scaffold101784|napA|0_277,0
scaffold104018|napA|0_273,0
scaffold10434|napA|0_1275,2.742
scaffold105536|napA|0_271,0
scaffold10571|napA|0_1263,0.591795
scaffold106047|napA|0_270,6.71704
scaffold106455|napA|0_269,2.33726
scaffold108231|napA|0_267,0.543423
scaffold108532|napA|0_266,0
scaffold110235|napA|0_264,0.73283
scaffold116019|napA|0_257,0
scaffold119728|napA|0_252,0
scaffold121418|napA|0_250,2.22534
scaffold121873|napA|0_250,0.967541
scaffold124022|napA|0_247,0.587604
scaffold124254|napA|0_247,196.358
scaffold127575|napA|0_244,0
scaffold12853|napA|0_1094,0.573089
scaffold12878|napA|0_1092,0
scaffold130554|napA|0_214,0.339321
scaffold130557|napA|0_214,0
scaffold131555|napA|0_200,21.4284
scaffold13216|napA|0_1070,0.360588
scaffold13749|napA|0_1039,0.0928392
scaffold14924|napA|0_977,3.23363
scaffold14934|napA|0_976,13.096
scaffold15104|napA|0_967,25.9124
scaffold15745|napA|0_936,0.103066
scaffold16070|napA|0_924,0.887454
scaffold16287|napA|0_915,0.0527172
scaffold16364|napA|0_911,3.99765
scaffold16647|napA|0_900,0.241186
scaffold16889|napA|0_891,1.19105
scaffold16915|napA|0_890,1.62599
scaffold16937|napA|0_889,1.05808
scaffold17537|napA|0_867,3.1158
scaffold18611|napA|0_829,3.46247
scaffold19872|napA|0_791,0.121984
scaffold20127|napA|0_783,0.123232
scaffold20315|napA|0_777,1.02452
scaffold22765|napA|0_717,0.0672955
scaffold23046|napA|0_711,0.0678641
scaffold23054|napA|0_710,0.0679599
scaffold23957|napA|0_691,26.9549
scaffold25735|napA|0_658,0.403363
scaffold26000|napA|0_652,3.07161
scaffold27268|napA|0_631,0.497132
scaffold27716|napA|0_624,3.05498
scaffold28396|napA|0_614,1.72926
scaffold28693|napA|0_610,3.16476
scaffold29170|napA|0_603,1.20059
scaffold30446|napA|0_585,0
scaffold30588|napA|0_583,0
scaffold30877|napA|0_580,0
scaffold31096|napA|0_577,0.167304
scaffold32093|napA|0_565,0.854318
scaffold32223|napA|0_563,0
scaffold32237|napA|0_563,0
scaffold33012|napA|0_555,0.695791
scaffold33190|napA|0_552,0
scaffold33391|napA|0_550,0.702128
scaffold33965|napA|0_544,1.95219
scaffold34716|napA|0_536,0
scaffold34888|napA|0_534,0.361603
scaffold35735|napA|0_526,0.0917782
scaffold36301|napA|0_521,0
scaffold36547|napA|0_518,0
scaffold40837|napA|0_482,0.400695
scaffold42081|napA|0_473,1.17396
scaffold42190|napA|0_472,0.971855
scaffold42306|napA|0_472,4.24547
scaffold44647|napA|0_456,1.42962
scaffold46017|napA|0_447,0.21607
scaffold50353|napA|0_422,0
scaffold51145|napA|0_418,1.15548
scaffold51940|napA|0_415,3.14241
scaffold56610|napA|0_393,0.122917
scaffold59419|napA|0_382,0
scaffold59702|napA|0_381,1.64838
scaffold61117|napA|0_375,145.839
scaffold61765|napA|0_373,11.3983
scaffold61809|napA|0_373,1.87812
scaffold61997|napA|0_372,0.844186
scaffold63945|napA|0_365,0.264745
scaffold64775|napA|0_362,0.400417
scaffold67632|napA|0_353,0.136885
scaffold68747|napA|0_349,116.997
scaffold68852|napA|0_349,0.553834
scaffold72685|napA|0_338,0.571912
scaffold75077|napA|0_331,117.685
scaffold76264|napA|0_328,0
scaffold79719|napA|0_320,0.302091
scaffold79845|napA|0_319,0
scaffold80225|napA|0_319,5.30322
scaffold83444|napA|0_311,5.28465
scaffold83545|napA|0_311,3.88577
scaffold87317|napA|0_302,3.92192
scaffold89135|napA|0_299,150.371
scaffold89897|napA|0_297,0.895302
scaffold92709|napA|0_292,5.71248
scaffold92947|napA|0_291,0.16615
scaffold93322|napA|0_291,0.16615
scaffold97516|napA|0_283,2.73382
scaffold98767|napA|0_281,0.344168
