scaffold00004|napA|149784_153715,5.66198
scaffold00006|napA|135154_139100,3.59519
scaffold00018|napA|48170_52344,4.08009
scaffold00079|napA|6331_9623,110.026
scaffold00109|napA|11818_16364,26.7278
scaffold00146|napA|4200_7075,9.7935
scaffold00228|napA|5641_9605,3.9085
scaffold00306|napA|0_3245,4.01677
scaffold00312|napA|306_3295,2.54968
scaffold00317|napA|11567_14670,3.41501
scaffold00355|napA|6124_10145,7.67066
scaffold00365|napA|0_1830,5.34174
scaffold00391|napA|5283_9283,4.6337
scaffold00409|napA|11201_13622,8.71856
scaffold00485|napA|2156_5646,4.35768
scaffold00599|napA|3582_6751,88.3751
scaffold00719|napA|0_2206,217.222
scaffold00810|napA|5703_8876,8.31971
scaffold00890|napA|716_4806,4.36795
scaffold00908|napA|2294_6477,3.87969
scaffold00941|napA|3774_6334,24.9151
scaffold00963|napA|3404_7386,4.74013
scaffold00977|napA|4362_7944,21.103
scaffold01014|napA|2666_6546,2.5753
scaffold01086|napA|514_5333,2.92098
scaffold01143|napA|3153_7180,5.98505
scaffold01336|napA|463_4349,7.30144
scaffold01945|napA|1235_4059,2.71037
scaffold01992|napA|0_3422,9.04905
scaffold02129|napA|123_3682,6.30023
scaffold02135|napA|1696_4915,6.59065
scaffold02171|napA|0_4029,6.70156
scaffold02202|napA|1123_4826,2.01345
scaffold02373|napA|0_1510,56.081
scaffold02670|napA|1777_4304,3.05947
scaffold02684|napA|0_3061,2.57937
scaffold03246|napA|0_1565,3.73406
scaffold03462|napA|1632_3678,11.0205
scaffold03558|napA|0_1761,10.279
scaffold03675|napA|0_3422,7.48953
scaffold03914|napA|874_3422,219.272
scaffold05073|napA|0_2917,1.80701
scaffold05180|napA|3_2879,2.64989
scaffold05637|napA|0_2179,242.706
scaffold05667|napA|58_2722,2.91856
scaffold06258|napA|0_2561,6.45362
scaffold06310|napA|492_2548,1.72009
scaffold06439|napA|0_1331,5.22467
scaffold06477|napA|0_2505,4.27004
scaffold07041|napA|0_2377,2.13915
scaffold08176|napA|383_2158,7.78456
scaffold08740|napA|0_2064,1.34094
scaffold09239|napA|0_1997,1.77643
scaffold09890|napA|0_1908,2.54436
scaffold10455|napA|0_1840,2.24447
scaffold105648|napA|0_396,0.639201
scaffold108055|napA|0_390,1.21346
scaffold111425|napA|0_383,1.06327
scaffold11581|napA|0_1719,5.31627
scaffold11595|napA|0_1717,2.61006
scaffold116999|napA|0_371,0.801067
scaffold124079|napA|0_358,1.32223
scaffold12851|napA|0_1600,7.64792
scaffold129041|napA|0_349,0.914799
scaffold13038|napA|0_1586,2.94352
scaffold133701|napA|0_341,23.3435
scaffold138538|napA|0_334,40.7786
scaffold140478|napA|0_331,1.26409
scaffold14157|napA|0_1496,5.82289
scaffold142290|napA|0_328,2.71922
scaffold144784|napA|0_325,0.643747
scaffold152166|napA|0_315,1.1537
scaffold152903|napA|0_314,1.43796
scaffold154612|napA|0_311,3.82445
scaffold159698|napA|0_305,0.830541
scaffold161408|napA|0_303,2.43542
scaffold163151|napA|0_301,0.695247
scaffold165091|napA|0_298,0.813155
scaffold166350|napA|0_297,1.18677
scaffold16702|napA|0_1336,1.58702
scaffold170472|napA|0_292,46.9282
scaffold17051|napA|0_1318,8.62703
scaffold17144|napA|0_1313,1.63994
scaffold171450|napA|0_291,0.60566
scaffold173231|napA|0_289,0.762332
scaffold173257|napA|0_289,0.609866
scaffold173509|napA|0_289,1.6009
scaffold174365|napA|0_288,5.01068
scaffold175051|napA|0_288,0.917986
scaffold17525|napA|0_1294,2.1225
scaffold17773|napA|0_1281,4.44249
scaffold179344|napA|0_283,4.71024
scaffold18056|napA|0_1268,2.18339
scaffold182636|napA|0_280,0.865616
scaffold185143|napA|0_277,3.85806
scaffold185726|napA|0_277,3.38078
scaffold18575|napA|0_1244,1.53669
scaffold187404|napA|0_275,0.641027
scaffold19171|napA|0_1217,3.51174
scaffold199912|napA|0_264,0.751318
scaffold20109|napA|0_1178,1.36171
scaffold20640|napA|0_1155,2.82525
scaffold208062|napA|0_258,1.58043
scaffold215562|napA|0_253,0.958361
scaffold21704|napA|0_1117,52.8714
scaffold21933|napA|0_1109,1.79327
scaffold219437|napA|0_250,0.925821
scaffold219714|napA|0_250,28.6123
scaffold221813|napA|0_248,0.977761
scaffold22316|napA|0_1097,1.71274
scaffold226550|napA|0_245,0.539881
scaffold230194|napA|0_243,1.17941
scaffold231662|napA|0_241,1.09776
scaffold23351|napA|0_1064,3.12908
scaffold235512|napA|0_199,1.66327
scaffold24277|napA|0_1037,2.85036
scaffold24663|napA|0_1027,44.1885
scaffold26868|napA|0_968,2.02069
scaffold28107|napA|0_939,6.6006
scaffold28199|napA|0_937,7.17765
scaffold28895|napA|0_922,4.73192
scaffold28989|napA|0_920,1.07506
scaffold29244|napA|0_915,2.57024
scaffold30387|napA|0_891,1.48012
scaffold30871|napA|0_881,9.19373
scaffold31513|napA|0_869,1.99822
scaffold32804|napA|0_845,1.97701
scaffold33914|napA|0_827,1.98022
scaffold34438|napA|0_819,4.99225
scaffold35753|napA|0_798,1.58397
scaffold37955|napA|0_766,2.45381
scaffold38856|napA|0_754,2.31798
scaffold38941|napA|0_753,2.18968
scaffold39097|napA|0_751,2.44434
scaffold39371|napA|0_748,1.16095
scaffold41276|napA|0_725,1.57689
scaffold43070|napA|0_705,2.46372
scaffold44641|napA|0_689,2.36146
scaffold45180|napA|0_684,2.95736
scaffold45337|napA|0_682,0.499714
scaffold51095|napA|0_630,2.21646
scaffold51453|napA|0_627,1.75361
scaffold52491|napA|0_619,1.43881
scaffold52858|napA|0_617,1.01578
scaffold53594|napA|0_611,2.62742
scaffold54430|napA|0_605,1.27224
scaffold55652|napA|0_596,1.99257
scaffold58010|napA|0_580,1.55468
scaffold58697|napA|0_576,0.878207
scaffold58983|napA|0_574,2.26065
scaffold59888|napA|0_568,0.968041
scaffold60340|napA|0_566,1.16576
scaffold61062|napA|0_561,1.78386
scaffold61609|napA|0_558,4.09935
scaffold62576|napA|0_553,1.63073
scaffold64792|napA|0_541,3.29328
scaffold66317|napA|0_533,1.91901
scaffold68659|napA|0_521,2.42774
scaffold70558|napA|0_512,2.36308
scaffold71971|napA|0_505,1.28507
scaffold77515|napA|0_482,1.30088
scaffold78377|napA|0_478,1.91015
scaffold79930|napA|0_472,45.8215
scaffold79986|napA|0_472,7.3417
scaffold81292|napA|0_467,0.871611
scaffold81602|napA|0_466,3.23426
scaffold84405|napA|0_456,1.73711
scaffold86077|napA|0_451,1.07336
scaffold89163|napA|0_441,1.09776
scaffold90616|napA|0_437,2.03941
scaffold90762|napA|0_436,0.832782
scaffold92777|napA|0_430,1.20267
scaffold93458|napA|0_428,1.64535
scaffold93723|napA|0_428,2.44232
scaffold93841|napA|0_427,0.77307
