scaffold00061|napA|36245_40179,3.36196
scaffold00076|napA|6941_11616,4.73788
scaffold00104|napA|16414_20483,2.77617
scaffold00208|napA|0_3422,4.16588
scaffold00212|napA|11818_16364,8.40945
scaffold00230|napA|20610_23575,2.38918
scaffold00241|napA|19810_24350,2.01173
scaffold00317|napA|20282_23172,5.08326
scaffold00398|napA|7555_11435,4.09259
scaffold00624|napA|2998_7520,2.1762
scaffold00675|napA|14115_16363,42.4475
scaffold00695|napA|11449_14552,2.64567
scaffold00722|napA|0_3018,1.50797
scaffold00731|napA|3920_7974,2.47905
scaffold00748|napA|11640_14257,10.4562
scaffold00782|napA|11616_15601,2.52602
scaffold00812|napA|1769_5814,5.72443
scaffold00950|napA|7892_10965,7.21123
scaffold00960|napA|7006_10952,2.72214
scaffold00970|napA|1528_6062,26.4992
scaffold01008|napA|794_4185,2.76234
scaffold01008|napA|9824_13598,1.73416
scaffold01061|napA|7448_10170,4.36909
scaffold01063|napA|4954_8948,6.91277
scaffold01150|napA|10171_12584,4.8255
scaffold01305|napA|2652_6145,2.52513
scaffold01324|napA|7495_10883,13.6934
scaffold01479|napA|7198_10780,6.11889
scaffold01562|napA|3016_6500,3.46631
scaffold01594|napA|225_4489,2.00621
scaffold01667|napA|0_2720,4.24223
scaffold01734|napA|2200_6212,5.48295
scaffold01770|napA|3932_7236,4.68461
scaffold01819|napA|806_5355,2.12616
scaffold01879|napA|1775_5736,2.56771
scaffold02319|napA|0_3506,5.60027
scaffold02523|napA|3752_7821,2.1992
scaffold02848|napA|1270_5453,2.83504
scaffold02938|napA|4951_7154,6.47206
scaffold03055|napA|979_5045,10.9764
scaffold03067|napA|3432_6975,2.69373
scaffold03162|napA|809_5160,1.62239
scaffold03396|napA|1637_5487,2.93204
scaffold03473|napA|1762_5945,2.28917
scaffold03491|napA|1917_5986,5.11171
scaffold03607|napA|2880_6300,4.18477
scaffold03612|napA|0_1942,4.09978
scaffold03617|napA|8_3492,5.13485
scaffold03818|napA|2088_5257,27.4202
scaffold03910|napA|3735_5959,5.3117
scaffold04145|napA|2648_5754,9.20299
scaffold04176|napA|0_1530,2.15014
scaffold04392|napA|0_1377,1.68238
scaffold04618|napA|1830_4390,7.72709
scaffold04825|napA|2920_5253,1.41666
scaffold05233|napA|1377_4973,2.10398
scaffold05253|napA|0_2910,5.57331
scaffold06154|napA|2470_4487,1.78624
