scaffold00057|napA|0_1987,10.5208
scaffold00081|napA|27526_30914,14.8914
scaffold00084|napA|9670_13601,4.66459
scaffold00092|napA|21876_26425,6.49578
scaffold00095|napA|15380_18000,5.19321
scaffold00119|napA|11818_16364,11.7316
scaffold00121|napA|0_1369,11.5003
scaffold00189|napA|12441_16960,4.07932
scaffold00194|napA|13700_18051,4.84861
scaffold00207|napA|11298_15178,8.61653
scaffold00282|napA|7570_11639,6.58387
scaffold00345|napA|3061_7235,3.64604
scaffold00458|napA|10928_14031,3.24079
scaffold00510|napA|6820_9071,20.7848
scaffold00615|napA|2761_6713,3.3177
scaffold00712|napA|1557_4726,80.8524
scaffold00716|napA|0_3532,5.89297
scaffold00842|napA|2422_6956,85.4638
scaffold00861|napA|5039_9108,4.17624
scaffold00898|napA|8996_10675,7.07763
scaffold01021|napA|4031_7200,12.2226
scaffold01030|napA|0_2429,13.7912
scaffold01055|napA|4384_7274,15.2451
scaffold01132|napA|1748_5709,3.26972
scaffold01153|napA|5883_9465,8.81065
scaffold01171|napA|7126_9373,2.44092
scaffold01241|napA|0_2497,2.70976
scaffold01249|napA|2747_6558,5.39354
scaffold01341|napA|1054_4937,8.55275
scaffold01364|napA|208_4244,3.71578
scaffold01443|napA|0_4070,5.80716
scaffold01565|napA|1365_5266,8.03628
scaffold02053|napA|3718_6667,6.78256
scaffold02072|napA|1443_5626,3.24639
scaffold02128|napA|0_2963,9.94483
scaffold02357|napA|3298_6116,4.23779
scaffold02401|napA|2759_6048,7.7111
scaffold02407|napA|1861_5915,3.58985
scaffold02424|napA|0_3875,10.4785
scaffold02439|napA|895_3554,12.2317
scaffold02624|napA|0_2900,4.75112
scaffold02633|napA|3085_5713,3.58291
scaffold02688|napA|629_4623,2.9897
scaffold02901|napA|2283_5370,4.81054
scaffold03164|napA|2223_5054,3.7917
scaffold03406|napA|0_3163,2.88708
scaffold03611|napA|1216_4615,3.8105
scaffold03890|napA|1234_4383,7.88575
scaffold04044|napA|2511_4267,2.96938
scaffold04101|napA|2867_4230,5.40008
scaffold04305|napA|537_4115,8.69651
scaffold04332|napA|2000_4095,2.29451
scaffold04407|napA|0_2897,2.42482
scaffold05058|napA|0_2758,14.5004
scaffold05279|napA|2077_3577,3.7888
scaffold05464|napA|417_3486,4.81868
scaffold05767|napA|1414_3347,10.4068
scaffold05787|napA|0_1777,5.77836
scaffold06332|napA|0_3144,3.22203
scaffold06418|napA|432_3110,3.04198
scaffold07082|napA|80_2896,3.60621
scaffold07954|napA|1357_2672,8.69135
scaffold08820|napA|0_2491,7.06531
scaffold09045|napA|0_2449,3.64862
scaffold09110|napA|0_2436,10.6451
scaffold09249|napA|0_2409,2.4967
scaffold09357|napA|0_2389,6.91826
scaffold100183|napA|0_483,1.48246
scaffold101101|napA|0_481,3.46494
scaffold10173|napA|0_2260,6.77342
scaffold103000|napA|0_475,1.37753
scaffold103275|napA|0_475,1.63744
scaffold105436|napA|0_469,1.21092
scaffold106298|napA|0_467,3.06672
scaffold106583|napA|0_466,2.46395
scaffold10659|napA|0_1401,17.4501
scaffold107647|napA|0_463,4.95991
scaffold107728|napA|0_463,2.85328
scaffold10897|napA|0_2152,6.70113
scaffold10970|napA|0_2142,6.23757
scaffold11033|napA|0_2134,5.00184
scaffold111222|napA|0_454,1.11503
scaffold111278|napA|0_454,2.0397
scaffold111611|napA|0_453,2.45305
scaffold112721|napA|0_450,2.46944
scaffold11321|napA|0_2095,8.5603
scaffold113769|napA|0_448,1.65366
scaffold116945|napA|0_441,1.39997
scaffold120521|napA|0_433,1.53997
scaffold12245|napA|0_1882,3.04556
scaffold125470|napA|0_423,1.43049
scaffold127482|napA|0_419,9.8735
scaffold12752|napA|0_1561,2.13227
