scaffold00018|napA|24713_28560,5.02923
scaffold00031|napA|34344_38395,2.44072
scaffold00064|napA|35010_39088,0.576652
scaffold00143|napA|11158_15224,3.65415
scaffold00252|napA|0_2895,0.258483
scaffold00268|napA|18748_22646,0.548443
scaffold00289|napA|17054_21012,1.33681
scaffold00442|napA|0_2057,0.909593
scaffold00444|napA|1210_5246,4.7142
scaffold00642|napA|10457_14304,1.167
scaffold00658|napA|0_2625,1.66975
scaffold00743|napA|4673_8628,0.270268
scaffold00950|napA|8115_12199,0.66741
scaffold00951|napA|9378_13522,5.23616
scaffold00958|napA|6041_9162,0.924786
scaffold00989|napA|27_3379,1.91341
scaffold00992|napA|1709_4668,3.57659
scaffold00993|napA|10276_13195,5.45674
scaffold01006|napA|2263_6218,0.270268
scaffold01011|napA|4473_8650,1.07478
scaffold01012|napA|8888_11640,1.80632
scaffold01040|napA|4187_8244,68.1733
scaffold01128|napA|4990_8378,2.80806
scaffold01250|napA|2591_6702,8.20332
scaffold01496|napA|2320_4928,0.0819825
scaffold01754|napA|3629_7533,1.46483
scaffold01960|napA|2218_5348,1.67349
scaffold02041|napA|1183_4211,0.353036
scaffold02247|napA|11_4089,3.22401
scaffold02391|napA|3491_7449,0.55363
scaffold02434|napA|2105_4512,3.6865
scaffold02973|napA|0_1534,5.15848
scaffold03214|napA|0_3614,37.401
scaffold03329|napA|588_4672,2.64347
scaffold03600|napA|0_3885,0.0825418
scaffold03964|napA|2346_6086,1.42905
scaffold04525|napA|0_2204,1.98885
scaffold04612|napA|1634_5493,2.75609
scaffold05254|napA|288_4372,3.70347
scaffold05332|napA|2659_4937,2.90978
scaffold05351|napA|2710_4922,1.13582
scaffold05395|napA|1864_4607,6.72285
scaffold05976|napA|132_4309,0.588572
scaffold06709|napA|2300_4203,0.87087
scaffold06734|napA|0_3177,3.11238
scaffold07256|napA|0_3184,1.93047
scaffold07459|napA|0_2004,0.373464
scaffold07839|napA|0_3767,8.37093
scaffold07841|napA|0_2455,1.56769
scaffold07986|napA|1998_3705,0.626402
scaffold08603|napA|776_3498,0.530197
scaffold08871|napA|0_3405,1.06739
scaffold08907|napA|1403_3397,0.589817
scaffold09464|napA|0_3233,0.462902
scaffold10212|napA|0_3056,0.647131
scaffold10232|napA|356_3052,3.46961
scaffold102713|napA|0_511,0.733381
scaffold102727|napA|0_511,10.896
scaffold103755|napA|0_508,0.421555
scaffold106789|napA|0_499,0.64376
scaffold106993|napA|0_498,2.79524
scaffold10746|napA|672_2934,1.29976
scaffold107606|napA|0_496,4.42569
scaffold109469|napA|0_491,1.74472
scaffold10946|napA|0_2700,0.910661
scaffold11001|napA|0_2874,18.0029
scaffold11367|napA|0_2803,4.67197
scaffold115218|napA|0_475,4.05813
scaffold11598|napA|0_2370,0.586422
scaffold11681|napA|0_2746,0.545027
scaffold11813|napA|0_2439,0.525993
scaffold11971|napA|0_2698,2.55571
scaffold120294|napA|0_463,0.231308
scaffold120851|napA|0_461,0.464627
scaffold122259|napA|0_458,0.350758
scaffold123227|napA|0_456,5.04962
scaffold124437|napA|0_453,4.49208
scaffold126333|napA|0_449,0.954144
scaffold127832|napA|0_446,1.92115
scaffold127983|napA|0_445,8.42397
scaffold128403|napA|0_444,1.44737
scaffold132053|napA|0_437,243.508
scaffold13208|napA|0_1976,59.8169
scaffold136337|napA|0_428,0.500535
scaffold137721|napA|0_425,0.252038
scaffold139867|napA|0_421,0.254438
scaffold140301|napA|0_420,0.765137
scaffold143852|napA|0_414,1.035
scaffold144299|napA|0_413,0.778137
scaffold144881|napA|0_412,1.82007
scaffold146909|napA|0_408,1.83796
scaffold147674|napA|0_407,3.81658
scaffold147735|napA|0_407,3.42176
scaffold149114|napA|0_405,0
scaffold149133|napA|0_405,0
scaffold150348|napA|0_403,1.7279
scaffold15432|napA|422_2208,2.45458
scaffold156387|napA|0_393,0
scaffold157655|napA|0_391,0.822032
scaffold168531|napA|0_375,1.14293
scaffold16873|napA|0_1702,1.0366
scaffold17604|napA|0_1702,1.09943
scaffold18386|napA|400_1914,1.27135
scaffold185122|napA|0_354,0
scaffold187691|napA|0_351,3.66391
scaffold187946|napA|0_351,0.610652
scaffold18956|napA|468_1867,3.55449
scaffold192203|napA|0_346,0.619502
scaffold193860|napA|0_344,0
scaffold194918|napA|0_343,0.312468
scaffold198716|napA|0_339,0
scaffold199363|napA|0_339,0
scaffold207512|napA|0_331,0
scaffold211859|napA|0_326,0.986438
scaffold214510|napA|0_324,1.65424
scaffold21478|napA|0_1673,0.894795
scaffold21799|napA|0_1652,0.420725
scaffold219918|napA|0_319,0
scaffold220480|napA|0_318,0.674222
scaffold22487|napA|0_1607,94.0884
scaffold22913|napA|0_1580,0.642945
scaffold23263|napA|0_1561,3.66489
scaffold236466|napA|0_305,0.351527
scaffold239327|napA|0_303,0.353855
scaffold24138|napA|0_1512,0.282896
scaffold242372|napA|0_300,1.07222
scaffold244574|napA|0_299,0.358604
scaffold250438|napA|0_294,0
scaffold25205|napA|0_1460,1.50152
scaffold252128|napA|0_293,0
scaffold25707|napA|0_1437,0.595343
scaffold257941|napA|0_289,0.742112
scaffold258134|napA|0_289,0.371056
scaffold260916|napA|0_287,2.80238
scaffold263186|napA|0_285,4.89167
scaffold267029|napA|0_283,0.757902
scaffold268455|napA|0_282,2.6621
scaffold268646|napA|0_282,0
scaffold270211|napA|0_281,0
scaffold271662|napA|0_280,0
scaffold273908|napA|0_278,0
scaffold276430|napA|0_277,0
scaffold276507|napA|0_277,0
scaffold277385|napA|0_276,1.55439
scaffold27998|napA|0_1333,5.9369
scaffold282694|napA|0_273,0.392883
scaffold283394|napA|0_273,0
scaffold287779|napA|0_270,0
scaffold290548|napA|0_269,0
scaffold293655|napA|0_267,0
scaffold295316|napA|0_266,1.20978
scaffold30216|napA|0_1250,1.83953
scaffold303269|napA|0_261,0.411016
scaffold304961|napA|0_261,0
scaffold310740|napA|0_258,0
scaffold32690|napA|0_1172,0.730071
scaffold331975|napA|0_247,0
scaffold339478|napA|0_244,0
scaffold340620|napA|0_244,0.87954
scaffold343155|napA|0_243,1.32476
scaffold36273|napA|0_1077,8.73982
scaffold38326|napA|0_1031,0.103752
scaffold40193|napA|0_992,1.07835
scaffold42713|napA|0_946,1.69626
scaffold43164|napA|0_938,1.99586
scaffold44158|napA|0_920,0.813981
scaffold45761|napA|0_896,3.40294
scaffold47089|napA|0_877,3.90371
scaffold47313|napA|0_874,6.79377
scaffold47474|napA|0_872,0
scaffold51030|napA|0_825,0.907826
scaffold52248|napA|0_811,0.791586
scaffold52644|napA|0_807,0.132586
scaffold55904|napA|0_772,0.277209
scaffold56329|napA|0_767,2.51117
scaffold57565|napA|0_755,0.850378
scaffold57903|napA|0_752,0.284592
scaffold58485|napA|0_747,0.572998
scaffold62488|napA|0_714,2.09831
scaffold62789|napA|0_711,0.602051
scaffold66263|napA|0_685,0
scaffold67405|napA|0_677,0.474249
scaffold71960|napA|0_647,0.330849
scaffold72924|napA|0_641,0.166975
scaffold77354|napA|0_617,1.04088
scaffold78262|napA|0_612,1.2243
scaffold78712|napA|0_610,1.4038
scaffold80215|napA|0_602,4.71198
scaffold80573|napA|0_600,0
scaffold82939|napA|0_588,2.18462
scaffold83597|napA|0_585,0
scaffold86074|napA|0_574,0.559498
scaffold87617|napA|0_567,6.5138
scaffold87959|napA|0_566,0.66199
scaffold89498|napA|0_559,2.10664
scaffold91123|napA|0_552,0
scaffold91246|napA|0_552,1.93946
scaffold93485|napA|0_543,4.53482
scaffold94034|napA|0_541,1.88002
scaffold95498|napA|0_536,0.699111
scaffold95531|napA|0_536,0.699111
scaffold96262|napA|0_533,0.703054
scaffold96479|napA|0_532,4.52814
scaffold97569|napA|0_528,0.202778
scaffold99597|napA|0_521,1.64406
scaffold99812|napA|0_521,0
scaffold99943|napA|0_520,0.411808
